,t,c,o,h,l,v,s,point
1367,23/07/2013,17.83,17.83,17.97,17.69,4466240,ok,70
1368,24/07/2013,17.83,17.83,17.97,17.55,2637950,ok,70
1369,25/07/2013,17.97,17.83,17.97,17.69,4287660,ok,70
1370,26/07/2013,17.97,17.97,17.97,17.69,3877670,ok,70
1371,29/07/2013,17.69,17.83,17.97,17.69,1029000,ok,70
1372,30/07/2013,17.41,17.69,17.83,17.41,176550,ok,90
1373,31/07/2013,17.69,17.41,17.69,17.12,273900,ok,90
1374,01/08/2013,17.83,17.41,17.83,17.41,185760,ok,90
1375,02/08/2013,17.83,17.69,17.97,17.69,171820,ok,85
1376,05/08/2013,17.97,17.69,17.97,17.69,264270,ok,72
1377,06/08/2013,18.11,17.83,18.11,17.69,397020,ok,72
1378,07/08/2013,18.53,18.11,18.67,17.97,506530,ok,72
1379,08/08/2013,18.53,18.53,18.67,18.39,280580,ok,72
1380,09/08/2013,18.53,18.53,18.67,18.25,268440,ok,72
1381,12/08/2013,18.11,18.53,18.53,18.11,185980,ok,72
1382,13/08/2013,18.25,18.25,18.39,18.11,225200,ok,72
1383,14/08/2013,18.39,18.25,18.39,17.97,190870,ok,72
1384,15/08/2013,18.53,18.53,18.81,18.53,844420,ok,96
1385,16/08/2013,18.67,18.53,18.67,18.39,305030,ok,96
1386,19/08/2013,18.53,18.67,18.95,18.53,433700,ok,96
1387,20/08/2013,18.25,18.53,18.67,18.11,442460,ok,96
1388,21/08/2013,18.39,18.25,18.53,17.97,330550,ok,96
1389,22/08/2013,18.67,18.25,18.95,18.25,629460,ok,96
1390,23/08/2013,18.53,18.67,18.81,18.11,284080,ok,96
1391,26/08/2013,18.25,18.53,18.53,18.11,284690,ok,96
1392,27/08/2013,17.97,18.11,18.25,17.97,145150,ok,96
1393,28/08/2013,17.83,17.83,17.83,16.98,774770,ok,96
1394,29/08/2013,17.27,17.69,17.83,17.27,463010,ok,96
1395,30/08/2013,17.55,17.27,17.55,17.27,157030,ok,96
1396,03/09/2013,17.41,17.41,17.55,17.27,166220,ok,65
1397,04/09/2013,17.41,17.27,17.55,17.12,363360,ok,65
1398,05/09/2013,17.41,17.27,17.55,17.12,280670,ok,65
1399,06/09/2013,17.83,17.41,17.97,17.27,1846240,ok,65
1400,09/09/2013,17.41,17.69,17.83,17.41,309190,ok,65
1401,10/09/2013,17.69,17.41,17.83,17.41,129590,ok,65
1402,11/09/2013,17.83,17.69,17.83,17.55,223790,ok,65
1403,12/09/2013,17.69,17.69,17.83,17.55,148430,ok,65
1404,13/09/2013,17.69,17.55,17.97,17.55,195260,ok,65
1405,16/09/2013,17.55,17.83,17.83,17.55,266060,ok,75
1406,17/09/2013,17.55,17.69,17.69,17.55,116100,ok,75
1407,18/09/2013,17.55,17.55,17.69,17.41,153790,ok,75
1408,19/09/2013,17.55,17.69,17.69,17.55,170480,ok,75
1409,20/09/2013,17.27,17.55,17.55,17.27,883320,ok,75
1410,23/09/2013,17.41,17.55,17.55,17.27,69140,ok,75
1411,24/09/2013,17.55,17.27,17.55,17.27,176720,ok,75
1412,25/09/2013,17.41,17.55,17.69,17.41,325130,ok,75
1413,26/09/2013,17.55,17.41,17.69,17.41,141530,ok,75
1414,27/09/2013,17.55,17.55,17.69,17.41,137190,ok,75
1415,30/09/2013,17.55,17.55,17.69,17.41,369040,ok,75
1416,01/10/2013,17.41,17.55,17.69,17.41,432890,ok,72
1417,02/10/2013,17.55,17.55,17.69,17.41,276360,ok,72
1418,03/10/2013,17.55,17.69,17.69,17.41,212530,ok,75
1419,04/10/2013,17.69,17.55,17.69,17.55,382690,ok,75
1420,07/10/2013,17.97,17.69,17.97,17.55,472720,ok,75
1421,08/10/2013,17.97,17.97,18.25,17.97,1562330,ok,75
1422,09/10/2013,17.97,18.11,18.11,17.83,87560,ok,75
1423,10/10/2013,17.97,17.97,17.97,17.69,163200,ok,75
1424,11/10/2013,17.97,17.97,18.11,17.83,242240,ok,75
1425,14/10/2013,17.83,17.97,17.97,17.69,57260,ok,75
1426,15/10/2013,17.97,17.69,17.97,17.69,186260,ok,75
1427,16/10/2013,18.11,17.97,18.25,17.97,363210,ok,75
1428,17/10/2013,18.25,18.11,18.39,18.11,251590,ok,75
1429,18/10/2013,18.39,18.25,18.39,17.97,208190,ok,75
1430,21/10/2013,18.53,18.39,18.67,18.25,247830,ok,75
1431,22/10/2013,18.67,18.53,18.81,18.53,247120,ok,75
1432,23/10/2013,18.95,18.81,18.95,18.67,255940,ok,75
1433,24/10/2013,18.67,18.95,18.95,18.53,133480,ok,75
1434,25/10/2013,18.67,18.67,18.81,18.53,71350,ok,75
1435,28/10/2013,18.53,18.67,18.67,18.39,52520,ok,75
1436,29/10/2013,18.53,18.39,18.53,18.25,90160,ok,75
1437,30/10/2013,18.81,18.67,18.81,18.53,182310,ok,75
1438,31/10/2013,18.95,18.81,18.95,18.81,132420,ok,75
1439,01/11/2013,18.81,18.95,18.95,18.67,81420,ok,75
1440,04/11/2013,18.81,18.81,18.95,18.53,88640,ok,75
1441,05/11/2013,18.67,18.67,18.95,18.39,90080,ok,75
1442,06/11/2013,18.67,18.53,18.81,18.53,217440,ok,75
1443,07/11/2013,18.67,18.67,18.81,18.39,198630,ok,75
1444,08/11/2013,18.53,18.53,18.67,18.53,122590,ok,75
1445,11/11/2013,18.53,18.67,18.67,18.25,74310,ok,75
1446,12/11/2013,18.53,18.53,18.67,18.25,212900,ok,75
1447,13/11/2013,18.53,18.39,18.67,18.39,257600,ok,75
1448,14/11/2013,18.67,18.25,18.67,18.25,469050,ok,75
1449,15/11/2013,18.67,18.67,18.81,18.53,482580,ok,75
1450,18/11/2013,18.81,18.81,19.09,18.67,470600,ok,75
1451,19/11/2013,19.09,18.81,19.09,18.67,355360,ok,75
1452,20/11/2013,19.09,18.95,19.09,18.81,186590,ok,75
1453,21/11/2013,19.09,19.09,19.37,18.95,229600,ok,75
1454,22/11/2013,19.09,19.09,19.23,18.95,251730,ok,75
1455,25/11/2013,19.23,19.09,19.37,19.09,229550,ok,75
1456,26/11/2013,19.23,19.23,19.23,18.81,731520,ok,75
1457,27/11/2013,18.81,19.23,19.23,18.81,522130,ok,75
1458,28/11/2013,19.09,18.95,19.09,18.81,275520,ok,67
1459,29/11/2013,19.37,19.09,19.37,19.09,358020,ok,67
1460,02/12/2013,19.65,19.23,19.65,19.23,176520,ok,67
1461,03/12/2013,19.93,19.65,19.93,19.65,282280,ok,67
1462,04/12/2013,19.93,19.79,20.07,19.79,69710,ok,67
1463,05/12/2013,19.93,19.93,20.07,19.65,238180,ok,67
1464,06/12/2013,19.93,19.79,19.93,19.79,81510,ok,67
1465,09/12/2013,19.93,20.07,20.07,19.79,105100,ok,67
1466,10/12/2013,20.07,19.93,20.21,19.79,311260,ok,67
1467,11/12/2013,20.07,20.07,20.07,19.79,69190,ok,67
1468,12/12/2013,20.07,19.93,20.07,19.93,44460,ok,65
1469,13/12/2013,19.93,19.93,20.21,19.93,95740,ok,65
1470,16/12/2013,18.95,19.65,19.93,18.95,300030,ok,65
1471,17/12/2013,19.65,19.09,19.65,18.95,158210,ok,65
1472,18/12/2013,19.93,19.65,19.93,19.23,54910,ok,65
1473,19/12/2013,19.65,19.51,19.79,19.37,210000,ok,65
1474,20/12/2013,18.53,19.65,19.65,18.53,610150,ok,65
1475,23/12/2013,19.65,19.09,19.65,18.95,78040,ok,65
1476,24/12/2013,19.51,19.37,19.65,19.23,130170,ok,83
1477,25/12/2013,19.37,19.51,19.51,19.09,164890,ok,83
1478,26/12/2013,19.65,19.37,19.79,19.23,465220,ok,83
1479,27/12/2013,19.65,19.79,19.79,19.37,149540,ok,83
1480,30/12/2013,19.37,19.65,19.65,19.23,244580,ok,83
1481,31/12/2013,19.65,19.65,19.79,19.09,96990,ok,83
1482,02/01/2014,19.65,19.65,19.79,19.51,74950,ok,83
1483,03/01/2014,19.79,19.65,19.79,19.51,91920,ok,83
1484,06/01/2014,19.79,19.79,19.79,19.51,111760,ok,73
1485,07/01/2014,19.79,19.79,19.79,19.65,294120,ok,73
1486,08/01/2014,19.65,19.65,19.79,19.65,109890,ok,73
1487,09/01/2014,19.79,19.65,19.79,19.51,185370,ok,73
1488,10/01/2014,19.93,19.93,20.07,19.79,143010,ok,73
1489,13/01/2014,19.93,20.07,20.07,19.79,102090,ok,73
1490,14/01/2014,19.79,19.93,19.93,19.79,111540,ok,73
1491,15/01/2014,19.79,19.65,19.93,19.65,165250,ok,73
1492,16/01/2014,19.79,19.79,19.79,19.65,53630,ok,73
1493,17/01/2014,20.35,19.79,21.05,19.79,561090,ok,73
1494,20/01/2014,21.34,20.63,21.62,20.63,1235820,ok,73
1495,21/01/2014,22.32,21.62,22.46,20.63,659560,ok,73
1496,22/01/2014,21.62,22.32,22.46,21.62,418970,ok,73
1497,23/01/2014,21.2,21.62,21.62,21.05,130540,ok,73
1498,24/01/2014,21.48,21.34,21.48,21.05,191230,ok,73
1499,27/01/2014,21.48,21.48,21.48,21.34,148840,ok,73
1500,06/02/2014,21.2,21.48,21.48,20.91,263650,ok,73
1501,07/02/2014,20.91,21.48,21.48,20.77,223270,ok,73
1502,10/02/2014,21.34,20.91,21.34,20.91,94390,ok,73
1503,11/02/2014,21.48,21.62,21.62,21.34,613520,ok,73
1504,12/02/2014,21.76,21.48,21.76,21.34,165600,ok,73
1505,13/02/2014,21.9,21.76,21.9,21.62,289440,ok,73
1506,14/02/2014,21.62,21.9,22.04,21.62,146690,ok,73
1507,17/02/2014,21.48,21.62,21.62,21.34,178110,ok,73
1508,18/02/2014,21.9,21.9,22.04,21.62,306040,ok,73
1509,19/02/2014,22.04,22.18,22.18,21.76,194840,ok,73
1510,20/02/2014,22.04,22.04,22.04,21.62,213160,ok,73
1511,21/02/2014,21.76,22.04,22.04,21.76,148430,ok,73
1512,24/02/2014,21.9,22.04,22.04,21.76,86730,ok,73
1513,25/02/2014,21.9,21.76,22.04,21.76,143390,ok,73
1514,26/02/2014,21.76,21.9,21.9,21.62,107900,ok,73
1515,27/02/2014,21.9,21.9,21.9,21.62,155860,ok,73
1516,28/02/2014,21.48,21.9,21.9,21.48,183980,ok,73
1517,03/03/2014,20.91,21.62,21.76,20.77,298310,ok,73
1518,04/03/2014,20.63,20.77,20.91,20.35,364470,ok,73
1519,05/03/2014,20.91,20.77,21.05,20.63,333980,ok,73
1520,06/03/2014,20.91,20.91,21.34,20.91,209630,ok,73
1521,07/03/2014,21.05,20.91,21.2,20.91,93650,ok,70
1522,10/03/2014,21.2,21.2,21.34,21.05,112090,ok,70
1523,11/03/2014,21.05,21.2,21.34,20.91,100320,ok,70
1524,12/03/2014,21.62,21.48,21.9,21.34,525690,ok,70
1525,13/03/2014,21.62,21.62,21.76,21.48,297830,ok,70
1526,14/03/2014,21.34,21.62,21.62,21.2,321940,ok,70
1527,17/03/2014,22.04,21.62,22.04,21.62,1132960,ok,70
1528,18/03/2014,21.76,21.76,21.9,21.62,1153490,ok,70
1529,19/03/2014,21.76,21.62,21.9,21.62,430220,ok,70
1530,20/03/2014,21.48,21.76,21.9,21.48,424610,ok,70
1531,21/03/2014,22.04,21.76,22.04,21.62,2543040,ok,70
1532,24/03/2014,21.9,21.9,22.04,21.62,238500,ok,70
1533,25/03/2014,21.48,21.76,21.76,21.48,205980,ok,70
1534,26/03/2014,20.63,21.48,21.48,20.49,316700,ok,70
1535,27/03/2014,20.91,20.91,20.91,20.21,570750,ok,70
1536,28/03/2014,20.77,21.05,21.05,20.77,300040,ok,70
1537,31/03/2014,20.63,21.05,21.05,20.63,230690,ok,70
1538,01/04/2014,20.35,20.63,20.63,20.21,398500,ok,70
1539,02/04/2014,20.35,20.35,20.49,19.93,836130,ok,70
1540,03/04/2014,20.63,20.49,20.77,20.49,142310,ok,70
1541,04/04/2014,20.63,20.63,20.77,20.49,825720,ok,80
1542,07/04/2014,20.49,20.63,20.77,20.49,816100,ok,75
1543,08/04/2014,19.93,20.35,20.49,19.93,875040,ok,75
1544,10/04/2014,19.79,20.21,20.35,19.65,1327050,ok,75
1545,11/04/2014,19.37,19.51,19.65,19.23,494540,ok,75
1546,14/04/2014,19.23,19.37,19.37,18.95,766980,ok,75
1547,15/04/2014,19.09,19.09,19.51,18.95,656970,ok,75
1548,16/04/2014,18.53,18.95,19.09,18.39,858690,ok,75
1549,17/04/2014,18.67,18.67,18.95,18.53,872910,ok,75
1550,18/04/2014,18.25,18.67,18.67,18.11,654850,ok,75
1551,21/04/2014,18.11,18.25,18.39,17.97,385040,ok,75
1552,22/04/2014,18.53,17.97,18.53,17.97,898000,ok,75
1553,23/04/2014,18.81,18.67,19.09,18.53,779980,ok,75
1554,24/04/2014,18.81,18.81,18.95,18.67,319690,ok,75
1555,25/04/2014,18.81,18.67,18.95,18.67,642550,ok,75
1556,28/04/2014,18.39,18.81,18.81,18.25,452850,ok,75
1557,29/04/2014,18.25,18.39,18.67,18.11,588810,ok,75
1558,05/05/2014,17.97,18.25,18.25,17.97,768250,ok,78
1559,06/05/2014,17.83,17.55,17.83,17.41,877520,ok,78
1560,07/05/2014,18.11,17.55,18.25,17.55,391550,ok,78
1561,08/05/2014,17.55,17.69,17.69,16.98,1477880,ok,78
1562,09/05/2014,17.97,17.41,17.97,17.41,609100,ok,78
1563,12/05/2014,17.55,17.83,17.83,16.98,475820,ok,78
1564,13/05/2014,17.55,17.12,17.55,17.12,193560,ok,78
1565,14/05/2014,18.11,17.41,18.25,17.41,360580,ok,78
1566,15/05/2014,18.11,18.11,18.39,17.69,251360,ok,78
1567,16/05/2014,18.25,17.83,18.39,17.83,138200,ok,78
1568,19/05/2014,18.81,18.53,18.81,18.39,651700,ok,65
1569,20/05/2014,18.67,18.53,18.81,18.25,74920,ok,65
1570,21/05/2014,18.81,18.81,18.95,18.53,510090,ok,65
1571,22/05/2014,18.53,18.81,18.95,18.53,283130,ok,65
1572,23/05/2014,18.67,18.67,18.81,18.53,188440,ok,65
1573,26/05/2014,18.81,18.67,18.95,18.53,336430,ok,65
1574,27/05/2014,18.81,18.81,18.81,18.67,151300,ok,65
1575,28/05/2014,18.67,18.81,18.81,18.53,139920,ok,65
1576,29/05/2014,18.81,18.67,18.95,18.67,227100,ok,65
1577,30/05/2014,19.23,18.81,19.23,18.53,455870,ok,65
1578,02/06/2014,18.95,19.09,19.09,18.81,206710,ok,58
1579,03/06/2014,18.81,18.95,18.95,18.81,148340,ok,58
1580,04/06/2014,18.11,18.81,18.81,17.97,107760,ok,58
1581,05/06/2014,18.25,18.11,18.39,17.83,94140,ok,58
1582,06/06/2014,18.25,18.25,18.39,18.25,107290,ok,58
1583,09/06/2014,18.53,18.39,18.53,18.25,112650,ok,58
1584,10/06/2014,18.39,18.53,18.53,18.25,178030,ok,58
1585,11/06/2014,18.39,18.39,18.53,18.39,87450,ok,58
1586,12/06/2014,18.25,18.39,18.53,18.25,158980,ok,58
1587,13/06/2014,18.11,18.25,18.39,18.11,154110,ok,58
1588,16/06/2014,18.25,18.11,18.25,18.11,128740,ok,58
1589,17/06/2014,18.11,18.11,18.25,17.97,137500,ok,58
1590,18/06/2014,18.25,18.11,18.25,17.97,195090,ok,58
1591,19/06/2014,17.83,18.11,18.11,17.83,224650,ok,58
1592,20/06/2014,17.55,17.97,18.25,17.55,1200250,ok,58
1593,23/06/2014,17.83,17.83,17.97,17.69,289800,ok,58
1594,24/06/2014,17.83,17.83,17.97,17.69,289340,ok,58
1595,25/06/2014,18.11,17.83,18.11,17.83,277900,ok,58
1596,26/06/2014,18.11,18.11,18.25,17.97,165720,ok,58
1597,27/06/2014,17.83,18.11,18.11,17.83,75660,ok,58
1598,30/06/2014,17.97,17.83,17.97,17.69,213360,ok,58
1599,01/07/2014,18.11,17.97,18.25,17.97,183330,ok,58
1600,02/07/2014,18.11,18.11,18.25,17.97,47370,ok,58
1601,03/07/2014,18.39,18.25,18.39,18.11,198570,ok,58
1602,04/07/2014,18.67,18.39,18.67,18.25,271870,ok,69
1603,07/07/2014,19.93,19.93,19.93,19.93,662250,ok,69
1604,08/07/2014,20.07,21.05,21.05,19.93,1315750,ok,69
1605,09/07/2014,19.93,20.07,20.21,19.93,307680,ok,75
1606,10/07/2014,19.51,19.93,19.93,19.37,289160,ok,75
1607,11/07/2014,19.51,19.37,19.65,19.37,446060,ok,75
1608,14/07/2014,19.51,19.65,19.79,19.37,274390,ok,75
1609,15/07/2014,19.65,19.51,19.79,19.51,323760,ok,75
1610,16/07/2014,19.65,19.79,19.79,19.51,405580,ok,75
1611,17/07/2014,19.37,19.65,19.65,19.37,256930,ok,75
1612,18/07/2014,19.65,19.37,19.93,19.37,781080,ok,70
1613,21/07/2014,19.79,19.93,20.21,19.65,756480,ok,70
1614,22/07/2014,19.65,19.79,19.93,19.65,218190,ok,70
1615,23/07/2014,19.65,19.79,19.79,19.65,149720,ok,70
1616,24/07/2014,19.79,19.65,19.93,19.51,730540,ok,70
1617,25/07/2014,20.49,19.93,20.77,19.79,1328790,ok,70
1618,28/07/2014,20.21,20.49,20.49,20.21,509880,ok,70
1619,29/07/2014,20.49,20.49,20.49,20.07,397580,ok,70
1620,30/07/2014,20.49,20.49,20.63,20.35,331720,ok,70
1621,31/07/2014,20.77,20.49,20.91,20.35,803780,ok,70
1622,01/08/2014,21.2,20.77,21.34,20.63,638690,ok,70
1623,04/08/2014,21.9,21.2,22.04,21.2,979240,ok,70
1624,05/08/2014,21.62,21.9,21.9,21.48,1891980,ok,60
1625,06/08/2014,22.38,21.8,22.67,21.51,1804610,ok,60
1626,07/08/2014,22.24,22.09,22.38,22.09,629310,ok,60
1627,08/08/2014,21.95,21.95,22.24,21.8,871560,ok,60
1628,11/08/2014,21.95,21.8,21.95,21.66,624140,ok,60
1629,12/08/2014,22.67,21.95,22.67,21.95,1732400,ok,60
1630,13/08/2014,22.52,22.38,22.67,22.24,1657240,ok,60
1631,14/08/2014,22.67,22.67,22.81,22.24,1829170,ok,60
1632,15/08/2014,22.38,22.81,22.96,22.38,2248120,ok,70
1633,18/08/2014,22.52,22.52,22.81,22.38,615090,ok,70
1634,19/08/2014,22.52,22.67,22.81,22.38,704120,ok,70
1635,20/08/2014,22.24,22.52,22.67,22.24,770600,ok,70
1636,21/08/2014,22.38,22.38,22.52,21.95,1112210,ok,70
1637,22/08/2014,22.81,22.38,23.1,22.38,1635580,ok,70
1638,25/08/2014,23.25,23.1,23.39,22.96,1655160,ok,85
1639,26/08/2014,24.69,24.69,24.69,24.48,717890,ok,85
1640,27/08/2014,24.69,25.34,25.77,24.69,3137220,ok,85
1641,28/08/2014,24.05,24.69,24.69,23.83,3366640,ok,70
1642,29/08/2014,25.12,24.48,25.55,23.83,3117820,ok,70
1643,03/09/2014,24.91,25.12,25.34,24.69,3399560,ok,70
1644,04/09/2014,24.69,24.69,24.91,24.48,2269860,ok,90
1645,05/09/2014,23.83,24.48,24.69,23.83,5229900,ok,90
1646,08/09/2014,24.26,24.05,24.69,24.05,1466720,ok,90
1647,09/09/2014,23.83,24.26,24.26,23.4,1881730,ok,60
1648,10/09/2014,23.62,23.62,24.05,23.19,3656420,ok,60
1649,11/09/2014,23.4,23.62,24.05,23.4,2160590,ok,60
1650,12/09/2014,23.83,23.62,24.05,23.62,1671630,ok,60
1651,15/09/2014,23.4,23.83,24.05,23.4,1576130,ok,60
1652,16/09/2014,23.4,23.4,23.4,22.76,2744360,ok,60
1653,17/09/2014,23.4,23.62,23.62,22.97,1987090,ok,60
1654,18/09/2014,23.4,23.4,23.4,22.97,1683380,ok,60
1655,19/09/2014,23.4,23.19,23.83,22.97,3504070,ok,60
1656,22/09/2014,23.4,23.62,23.83,23.4,750170,ok,60
1657,23/09/2014,24.05,23.4,24.05,23.4,1498020,ok,60
1658,24/09/2014,23.83,24.05,24.05,23.62,1182150,ok,60
1659,25/09/2014,22.33,23.19,23.19,22.33,7753290,ok,60
1660,26/09/2014,22.11,22.11,22.76,22.11,2115680,ok,70
1661,29/09/2014,20.83,21.9,21.9,20.7,2850510,ok,70
1662,30/09/2014,20.61,20.44,20.87,19.67,4871710,ok,70
1663,01/10/2014,21.26,20.61,21.26,20.61,1688520,ok,65
1664,02/10/2014,21.04,21.26,21.26,20.87,2455680,ok,65
1665,03/10/2014,21.47,20.87,22.11,20.74,4304000,ok,65
1666,06/10/2014,21.9,21.9,22.33,21.69,1352160,ok,65
1667,07/10/2014,21.69,22.11,22.11,21.69,1531200,ok,65
1668,08/10/2014,21.43,21.47,21.9,21.43,1628530,ok,65
1669,09/10/2014,21,21.47,21.69,20.96,3946480,ok,65
1670,10/10/2014,20.87,20.91,21.34,20.78,1715080,ok,65
1671,13/10/2014,20.96,20.87,21.21,20.87,1207120,ok,65
1672,14/10/2014,20.66,20.96,21.04,20.66,2095390,ok,65
1673,15/10/2014,20.48,20.61,20.66,20.31,1838510,ok,65
1674,16/10/2014,19.97,20.35,20.48,19.75,2950030,ok,75
1675,17/10/2014,19.88,19.84,20.14,19.62,2491500,ok,75
1676,20/10/2014,20.18,19.97,20.61,19.93,1219710,ok,75
1677,21/10/2014,21,20.31,21,20.27,2846410,ok,56
1678,22/10/2014,20.61,21.04,21.21,20.61,2071480,ok,68.5
1679,23/10/2014,20.31,20.48,20.7,20.31,1575350,ok,68.5
1680,24/10/2014,20.48,20.31,20.57,20.23,740530,ok,68.5
1681,27/10/2014,20.14,20.31,20.53,20.05,1231950,ok,68.5
1682,28/10/2014,20.1,20.1,20.27,20.05,912980,ok,68.5
1683,29/10/2014,20.48,20.27,20.48,20.14,1124220,ok,80
1684,30/10/2014,20.44,20.53,20.61,20.4,772160,ok,80
1685,31/10/2014,20.61,20.44,20.61,20.23,970860,ok,90
1686,03/11/2014,21.13,20.83,21.21,20.78,2671730,ok,87
1687,04/11/2014,20.83,20.96,21.13,20.78,1086740,ok,87
1688,05/11/2014,20.83,20.83,20.91,20.57,751310,ok,87
1689,06/11/2014,20.66,20.87,20.87,20.61,747280,ok,87
1690,07/11/2014,20.74,20.66,20.74,20.57,567090,ok,87
1691,10/11/2014,20.91,20.74,21.13,20.74,1522760,ok,65
1692,11/11/2014,20.87,20.91,20.96,20.78,761240,ok,65
1693,12/11/2014,20.96,20.87,21.04,20.87,1106560,ok,65
1694,13/11/2014,20.96,20.96,21.09,20.87,934660,ok,65
1695,14/11/2014,21.21,20.96,21.26,20.83,2765430,ok,67
1696,17/11/2014,21.3,21.26,21.43,21.21,1164180,ok,67
1697,18/11/2014,20.83,21.17,21.21,20.83,1353050,ok,67
1698,19/11/2014,20.78,20.74,20.87,20.7,884820,ok,67
1699,20/11/2014,20.7,20.83,20.96,20.7,835340,ok,67
1700,21/11/2014,20.61,20.7,20.78,20.57,948120,ok,60
1701,24/11/2014,20.61,20.61,20.87,20.4,781250,ok,60
1702,25/11/2014,21.17,20.74,21.17,20.7,1661680,ok,60
1703,26/11/2014,20.78,21.26,21.26,20.78,1543650,ok,60
1704,27/11/2014,20.7,20.83,20.83,20.61,360070,ok,62.5
1705,28/11/2014,20.74,20.83,21.09,20.74,1001310,ok,78
1706,01/12/2014,20.87,20.74,21.04,20.74,403800,ok,68
1707,02/12/2014,20.83,21,21,20.83,868170,ok,68
1708,03/12/2014,20.74,20.83,20.87,20.7,1457650,ok,68
1709,04/12/2014,20.78,20.78,20.91,20.74,516730,ok,68
1710,05/12/2014,20.91,20.78,21,20.78,890450,ok,68
1711,08/12/2014,21,20.96,21.09,20.78,985520,ok,68
1712,09/12/2014,20.53,20.91,20.96,20.35,1396920,ok,67
1713,10/12/2014,20.91,20.4,21,20.4,765320,ok,67
1714,11/12/2014,20.7,20.61,21.04,20.61,1202410,ok,67
1715,12/12/2014,20.7,20.66,20.83,20.66,672740,ok,67
1716,15/12/2014,20.66,20.7,20.74,20.61,412390,ok,65
1717,16/12/2014,20.18,20.61,20.61,20.14,1232870,ok,65
1718,17/12/2014,19.32,20.18,20.27,18.89,2256690,ok,70
1719,18/12/2014,20.23,19.62,20.27,19.37,1089700,ok,70
1720,19/12/2014,20.18,20.1,20.44,20.01,3336130,ok,72
1721,22/12/2014,20.18,20.35,20.35,20.18,835050,ok,72
1722,23/12/2014,19.97,20.18,20.27,19.93,196630,ok,72
1723,24/12/2014,20.05,20.14,20.14,19.97,110740,ok,72
1724,25/12/2014,19.71,20.1,20.1,19.71,165880,ok,72
1725,26/12/2014,20.01,19.71,20.14,19.5,824220,ok,60
1726,29/12/2014,20.14,19.8,20.23,19.8,446970,ok,70
1727,30/12/2014,20.4,20.27,20.4,20.18,1029140,ok,70
1728,31/12/2014,20.48,20.44,20.61,20.35,334990,ok,75
1729,05/01/2015,20.44,20.48,20.48,20.31,320790,ok,65
1730,06/01/2015,20.53,20.35,20.53,20.31,462360,ok,65
1731,07/01/2015,20.48,20.53,20.61,20.4,319600,ok,65
1732,08/01/2015,20.61,20.48,20.78,20.48,788420,ok,65
1733,09/01/2015,20.53,20.61,20.87,20.53,969330,ok,65
1734,12/01/2015,20.31,20.53,20.7,20.31,472380,ok,65
1735,13/01/2015,20.23,20.27,20.44,20.14,784490,ok,65
1736,14/01/2015,20.23,20.35,20.35,20.18,585600,ok,75
1737,15/01/2015,20.35,20.23,20.4,20.1,826580,ok,75
1738,16/01/2015,20.31,20.35,20.35,20.18,275570,ok,75
1739,19/01/2015,20.31,20.31,20.57,20.27,407620,ok,70
1740,20/01/2015,20.23,20.35,20.44,20.23,316350,ok,66
1741,21/01/2015,20.23,20.23,20.35,20.23,227060,ok,66.2
1742,22/01/2015,20.23,20.35,20.35,20.23,204950,ok,66.2
1743,23/01/2015,20.61,20.35,20.61,20.31,770380,ok,76
1744,26/01/2015,20.7,20.83,21,20.61,241650,ok,65
1745,27/01/2015,20.61,20.7,20.74,20.35,517330,ok,65
1746,28/01/2015,20.44,20.44,20.61,20.4,323250,ok,71.5
1747,29/01/2015,20.44,20.44,20.53,20.35,185770,ok,71.5
1748,30/01/2015,20.61,20.48,20.78,20.44,938950,ok,71.5
1749,02/02/2015,20.48,20.61,20.66,20.48,408830,ok,71.5
1750,03/02/2015,20.14,20.48,20.53,20.14,304890,ok,71.5
1751,04/02/2015,20.14,20.31,20.31,19.97,754650,ok,65
1752,05/02/2015,20.1,20.05,20.18,20.05,264080,ok,65
1753,06/02/2015,20.14,20.18,20.27,20.1,160630,ok,65
1754,09/02/2015,20.31,20.14,20.4,20.14,437370,ok,65
1755,10/02/2015,20.27,20.4,20.48,20.27,362290,ok,65
1756,11/02/2015,20.83,20.35,20.83,20.27,894030,ok,65
1757,12/02/2015,21.47,21,21.47,20.96,2221520,ok,65
1758,13/02/2015,21.69,21.47,22.11,21.47,1455720,ok,65
1759,24/02/2015,22.11,21.9,22.11,21.47,906580,ok,55
1760,25/02/2015,21.47,21.9,22.11,21.47,756990,ok,55
1761,26/02/2015,21.43,21.47,21.69,21.13,1158830,ok,75
1762,27/02/2015,21.26,21.47,21.47,21.26,538120,ok,70
1763,02/03/2015,21.43,21.3,21.47,21.26,788530,ok,70
1764,03/03/2015,22.33,21.43,22.55,21.43,2373010,ok,70
1765,04/03/2015,22.11,22.33,22.33,21.9,816360,ok,84
1766,05/03/2015,21.9,21.9,22.11,21.69,845730,ok,63
1767,06/03/2015,21.43,21.47,21.9,21.43,1493200,ok,63
1768,09/03/2015,21.34,21.43,21.69,21.3,661550,ok,63
1769,10/03/2015,21.34,21.26,21.43,21.21,895980,ok,63
1770,11/03/2015,21.17,21.34,21.34,21.13,844110,ok,63
1771,12/03/2015,21.3,21.17,21.43,21.17,814790,ok,47.5
1772,13/03/2015,21.3,21.3,21.43,21.26,529480,ok,66.5
1773,16/03/2015,21.13,21.26,21.3,21,1155790,ok,66.5
1774,17/03/2015,21.17,21.17,21.21,21.09,332570,ok,60
