,t,c,o,h,l,v,s,Date,sentiment_score
1371,1375056000,17.69,17.83,17.97,17.69,1029000,ok,2013-07-29,50.0
1372,1375142400,17.41,17.69,17.83,17.41,176550,ok,2013-07-30,50.0
1373,1375228800,17.69,17.41,17.69,17.12,273900,ok,2013-07-31,50.0
1374,1375315200,17.83,17.41,17.83,17.41,185760,ok,2013-08-01,50.0
1375,1375401600,17.83,17.69,17.97,17.69,171820,ok,2013-08-02,50.0
1376,1375660800,17.97,17.69,17.97,17.69,264270,ok,2013-08-05,50.0
1377,1375747200,18.11,17.83,18.11,17.69,397020,ok,2013-08-06,50.0
1378,1375833600,18.53,18.11,18.67,17.97,506530,ok,2013-08-07,50.0
1379,1375920000,18.53,18.53,18.67,18.39,280580,ok,2013-08-08,50.0
1380,1376006400,18.53,18.53,18.67,18.25,268440,ok,2013-08-09,50.0
1381,1376265600,18.11,18.53,18.53,18.11,185980,ok,2013-08-12,50.0
1382,1376352000,18.25,18.25,18.39,18.11,225200,ok,2013-08-13,50.0
1383,1376438400,18.39,18.25,18.39,17.97,190870,ok,2013-08-14,50.0
1384,1376524800,18.53,18.53,18.81,18.53,844420,ok,2013-08-15,50.0
1385,1376611200,18.67,18.53,18.67,18.39,305030,ok,2013-08-16,50.0
1386,1376870400,18.53,18.67,18.95,18.53,433700,ok,2013-08-19,50.0
1387,1376956800,18.25,18.53,18.67,18.11,442460,ok,2013-08-20,50.0
1388,1377043200,18.39,18.25,18.53,17.97,330550,ok,2013-08-21,50.0
1389,1377129600,18.67,18.25,18.95,18.25,629460,ok,2013-08-22,50.0
1390,1377216000,18.53,18.67,18.81,18.11,284080,ok,2013-08-23,50.0
1391,1377475200,18.25,18.53,18.53,18.11,284690,ok,2013-08-26,50.0
1392,1377561600,17.97,18.11,18.25,17.97,145150,ok,2013-08-27,50.0
1393,1377648000,17.83,17.83,17.83,16.98,774770,ok,2013-08-28,50.0
1394,1377734400,17.27,17.69,17.83,17.27,463010,ok,2013-08-29,50.0
1395,1377820800,17.55,17.27,17.55,17.27,157030,ok,2013-08-30,50.0
1396,1378166400,17.41,17.41,17.55,17.27,166220,ok,2013-09-03,50.0
1397,1378252800,17.41,17.27,17.55,17.12,363360,ok,2013-09-04,50.0
1398,1378339200,17.41,17.27,17.55,17.12,280670,ok,2013-09-05,50.0
1399,1378425600,17.83,17.41,17.97,17.27,1846240,ok,2013-09-06,50.0
1400,1378684800,17.41,17.69,17.83,17.41,309190,ok,2013-09-09,50.0
1401,1378771200,17.69,17.41,17.83,17.41,129590,ok,2013-09-10,50.0
1402,1378857600,17.83,17.69,17.83,17.55,223790,ok,2013-09-11,50.0
1403,1378944000,17.69,17.69,17.83,17.55,148430,ok,2013-09-12,50.0
1404,1379030400,17.69,17.55,17.97,17.55,195260,ok,2013-09-13,50.0
1405,1379289600,17.55,17.83,17.83,17.55,266060,ok,2013-09-16,50.0
1406,1379376000,17.55,17.69,17.69,17.55,116100,ok,2013-09-17,50.0
1407,1379462400,17.55,17.55,17.69,17.41,153790,ok,2013-09-18,50.0
1408,1379548800,17.55,17.69,17.69,17.55,170480,ok,2013-09-19,50.0
1409,1379635200,17.27,17.55,17.55,17.27,883320,ok,2013-09-20,50.0
1410,1379894400,17.41,17.55,17.55,17.27,69140,ok,2013-09-23,50.0
1411,1379980800,17.55,17.27,17.55,17.27,176720,ok,2013-09-24,50.0
1412,1380067200,17.41,17.55,17.69,17.41,325130,ok,2013-09-25,50.0
1413,1380153600,17.55,17.41,17.69,17.41,141530,ok,2013-09-26,50.0
1414,1380240000,17.55,17.55,17.69,17.41,137190,ok,2013-09-27,50.0
1415,1380499200,17.55,17.55,17.69,17.41,369040,ok,2013-09-30,50.0
1416,1380585600,17.41,17.55,17.69,17.41,432890,ok,2013-10-01,50.0
1417,1380672000,17.55,17.55,17.69,17.41,276360,ok,2013-10-02,50.0
1418,1380758400,17.55,17.69,17.69,17.41,212530,ok,2013-10-03,50.0
1419,1380844800,17.69,17.55,17.69,17.55,382690,ok,2013-10-04,50.0
1420,1381104000,17.97,17.69,17.97,17.55,472720,ok,2013-10-07,50.0
1421,1381190400,17.97,17.97,18.25,17.97,1562330,ok,2013-10-08,50.0
1422,1381276800,17.97,18.11,18.11,17.83,87560,ok,2013-10-09,50.0
1423,1381363200,17.97,17.97,17.97,17.69,163200,ok,2013-10-10,50.0
1424,1381449600,17.97,17.97,18.11,17.83,242240,ok,2013-10-11,50.0
1425,1381708800,17.83,17.97,17.97,17.69,57260,ok,2013-10-14,50.0
1426,1381795200,17.97,17.69,17.97,17.69,186260,ok,2013-10-15,50.0
1427,1381881600,18.11,17.97,18.25,17.97,363210,ok,2013-10-16,50.0
1428,1381968000,18.25,18.11,18.39,18.11,251590,ok,2013-10-17,50.0
1429,1382054400,18.39,18.25,18.39,17.97,208190,ok,2013-10-18,50.0
1430,1382313600,18.53,18.39,18.67,18.25,247830,ok,2013-10-21,50.0
1431,1382400000,18.67,18.53,18.81,18.53,247120,ok,2013-10-22,50.0
1432,1382486400,18.95,18.81,18.95,18.67,255940,ok,2013-10-23,50.0
1433,1382572800,18.67,18.95,18.95,18.53,133480,ok,2013-10-24,50.0
1434,1382659200,18.67,18.67,18.81,18.53,71350,ok,2013-10-25,50.0
1435,1382918400,18.53,18.67,18.67,18.39,52520,ok,2013-10-28,50.0
1436,1383004800,18.53,18.39,18.53,18.25,90160,ok,2013-10-29,50.0
1437,1383091200,18.81,18.67,18.81,18.53,182310,ok,2013-10-30,50.0
1438,1383177600,18.95,18.81,18.95,18.81,132420,ok,2013-10-31,50.0
1439,1383264000,18.81,18.95,18.95,18.67,81420,ok,2013-11-01,50.0
1440,1383523200,18.81,18.81,18.95,18.53,88640,ok,2013-11-04,50.0
1441,1383609600,18.67,18.67,18.95,18.39,90080,ok,2013-11-05,50.0
1442,1383696000,18.67,18.53,18.81,18.53,217440,ok,2013-11-06,50.0
1443,1383782400,18.67,18.67,18.81,18.39,198630,ok,2013-11-07,50.0
1444,1383868800,18.53,18.53,18.67,18.53,122590,ok,2013-11-08,50.0
1445,1384128000,18.53,18.67,18.67,18.25,74310,ok,2013-11-11,50.0
1446,1384214400,18.53,18.53,18.67,18.25,212900,ok,2013-11-12,50.0
1447,1384300800,18.53,18.39,18.67,18.39,257600,ok,2013-11-13,50.0
1448,1384387200,18.67,18.25,18.67,18.25,469050,ok,2013-11-14,50.0
