,t,c,o,h,l,v,s
547,1261526400,9.07,8.89,9.07,8.3,21280,ok
548,1261612800,8.98,9.07,9.07,8.71,34240,ok
549,1261699200,8.98,9.25,9.25,8.98,80110,ok
550,1261958400,8.71,8.57,8.98,8.57,22000,ok
551,1262044800,8.3,8.44,8.75,8.3,42220,ok
552,1262131200,8.44,7.99,8.48,7.99,62190,ok
553,1262217600,8.44,8.75,8.75,8.26,112700,ok
554,1262563200,8.8,8.44,8.8,8.44,28450,ok
555,1262649600,8.93,9.16,9.16,8.89,81630,ok
556,1262736000,8.75,8.62,8.98,8.62,26740,ok
557,1262822400,8.75,8.75,8.75,8.44,30400,ok
558,1262908800,8.71,8.66,8.89,8.53,30710,ok
559,1263168000,8.71,8.53,8.75,8.44,28680,ok
560,1263254400,8.62,8.53,8.75,8.44,25460,ok
561,1263340800,8.75,8.3,8.75,8.3,20390,ok
562,1263427200,8.75,8.75,8.75,8.62,44660,ok
563,1263513600,8.71,8.53,8.71,8.53,46940,ok
564,1263772800,8.57,8.53,8.62,8.35,33990,ok
565,1263859200,8.62,8.3,8.71,8.3,19960,ok
566,1263945600,8.62,8.62,8.66,8.44,19680,ok
567,1264032000,8.62,8.3,8.62,8.3,26680,ok
568,1264118400,8.66,8.53,8.66,8.26,70700,ok
569,1264377600,8.62,8.48,8.62,8.48,13630,ok
570,1264464000,8.62,8.62,8.66,8.53,35750,ok
571,1264550400,8.62,8.71,8.71,8.53,32600,ok
572,1264636800,8.66,8.75,8.75,8.22,23600,ok
573,1264723200,8.53,8.53,8.53,8.35,18870,ok
574,1264982400,8.53,8.39,8.53,8.39,36180,ok
575,1265068800,8.66,8.53,8.8,8.48,30660,ok
576,1265155200,8.8,8.48,8.89,8.48,96530,ok
577,1265241600,8.89,8.71,9.07,8.71,116700,ok
578,1265328000,8.62,8.71,8.89,8.53,139900,ok
579,1265587200,8.62,8.44,8.71,8.35,94980,ok
580,1265673600,8.53,8.35,8.53,8.35,103160,ok
581,1265760000,8.62,8.53,8.62,8.39,74660,ok
582,1265846400,8.71,8.66,8.71,8.62,45850,ok
583,1265932800,8.8,8.71,8.84,8.71,89470,ok
584,1266796800,8.89,8.8,8.89,8.66,71740,ok
585,1266883200,8.75,8.8,8.89,8.48,84430,ok
586,1266969600,8.48,8.44,8.75,8.39,175340,ok
587,1267056000,8.35,8.71,8.8,8.35,249890,ok
588,1267142400,8.04,8.26,8.26,7.99,337300,ok
589,1267401600,8.08,8.08,8.35,8.04,155190,ok
590,1267488000,7.99,7.99,8.08,7.95,128120,ok
591,1267574400,7.99,8.08,8.22,7.99,119700,ok
592,1267660800,8.17,8.13,8.22,8.08,65980,ok
593,1267747200,8.08,8.13,8.17,7.99,108370,ok
594,1268006400,8.08,8.17,8.26,8.04,95640,ok
595,1268092800,8.13,8.08,8.13,8.04,105060,ok
596,1268179200,8.08,8.13,8.17,8.08,90660,ok
597,1268265600,7.99,7.99,8.08,7.99,95590,ok
598,1268352000,8.17,8.08,8.26,8.08,101600,ok
599,1268611200,8.26,8.17,8.3,8.17,113160,ok
600,1268697600,8.08,8.22,8.3,8.08,98240,ok
601,1268784000,7.99,7.99,8.08,7.99,102440,ok
602,1268870400,7.99,8.08,8.08,7.9,120250,ok
603,1268956800,7.9,7.9,7.99,7.86,163290,ok
604,1269216000,7.9,7.9,8.04,7.81,52690,ok
605,1269302400,7.95,7.9,7.99,7.81,57060,ok
606,1269388800,7.99,7.95,8.04,7.9,58040,ok
607,1269475200,7.99,7.86,8.08,7.81,97320,ok
608,1269561600,8.04,8.04,8.08,7.95,130170,ok
609,1269820800,8.08,8.04,8.13,8.04,98450,ok
610,1269907200,8.13,8.04,8.17,8.04,68720,ok
611,1269993600,8.04,8.13,8.13,8.04,135820,ok
612,1270080000,8.22,8.08,8.22,8.08,195460,ok
613,1270166400,8.35,8.35,8.35,8.26,161500,ok
614,1270425600,8.66,8.62,8.75,8.53,181240,ok
615,1270512000,8.66,8.66,8.8,8.66,168710,ok
616,1270598400,8.66,8.71,8.71,8.57,135370,ok
617,1270684800,8.71,8.71,8.71,8.62,174960,ok
618,1270771200,8.71,8.71,8.75,8.66,129220,ok
619,1271030400,8.71,8.71,8.75,8.62,137590,ok
620,1271116800,8.71,8.66,8.8,8.66,70380,ok
621,1271203200,8.57,8.57,8.71,8.57,71170,ok
622,1271289600,8.98,8.71,8.98,8.71,159470,ok
623,1271376000,8.98,8.98,9.07,8.89,75910,ok
624,1271635200,8.75,8.75,8.98,8.75,86200,ok
625,1271721600,8.89,8.57,8.89,8.57,128820,ok
626,1271808000,8.98,8.93,9.07,8.89,223690,ok
627,1271894400,9.43,9.34,9.43,9.25,143480,ok
628,1272240000,9.79,9.79,9.88,9.61,114920,ok
629,1272326400,9.97,9.79,10.06,9.79,139560,ok
630,1272412800,9.97,9.97,10.15,9.7,128870,ok
631,1272499200,10.15,10.06,10.15,9.97,84380,ok
632,1272931200,10.6,10.6,10.6,10.6,52610,ok
633,1273017600,10.95,10.95,11.04,10.78,206200,ok
634,1273104000,10.69,10.69,10.95,10.6,256370,ok
635,1273190400,10.98,11.14,11.14,10.82,316080,ok
636,1273449600,10.82,11.46,11.46,10.82,265800,ok
637,1273536000,10.82,10.98,10.98,10.59,268990,ok
638,1273622400,10.35,10.67,10.67,10.35,256220,ok
639,1273708800,10.27,10.35,10.51,10.19,193870,ok
640,1273795200,10.35,10.27,10.51,10.19,164120,ok
641,1274054400,10.03,10.51,10.51,9.87,165670,ok
642,1274140800,10.11,10.11,10.19,9.71,114290,ok
643,1274227200,9.63,9.63,10.19,9.63,172960,ok
644,1274313600,9.63,9.15,9.71,9.15,149850,ok
645,1274400000,9.47,9.15,9.55,9.15,121700,ok
646,1274659200,9.79,9.79,9.79,9.47,100590,ok
647,1274745600,9.87,10.03,10.19,9.71,224980,ok
648,1274832000,10.03,10.03,10.19,9.95,126060,ok
649,1274918400,10.19,10.35,10.35,9.87,140040,ok
650,1275004800,10.59,10.67,10.67,10.43,129880,ok
651,1275264000,10.43,10.59,10.67,10.35,85620,ok
652,1275350400,10.27,10.27,10.51,10.11,190970,ok
653,1275436800,10.59,10.19,10.59,9.95,159120,ok
654,1275523200,10.75,10.75,10.9,10.67,130200,ok
655,1275609600,10.67,10.67,10.82,10.59,166380,ok
656,1275868800,10.27,10.35,10.51,10.27,175470,ok
657,1275955200,10.03,9.87,10.35,9.87,148800,ok
658,1276041600,9.95,9.95,10.43,9.79,215330,ok
659,1276128000,10.27,9.87,10.35,9.87,152500,ok
660,1276214400,10.51,10.27,10.59,10.27,22080,ok
661,1276473600,10.59,10.51,10.67,10.51,184100,ok
662,1276560000,10.51,10.51,10.67,10.43,165070,ok
663,1276646400,10.35,10.35,10.51,10.27,212060,ok
664,1276732800,10.35,10.19,10.35,10.11,96250,ok
665,1276819200,10.51,10.35,10.51,10.35,160060,ok
666,1277078400,10.67,10.75,10.82,10.51,281680,ok
667,1277164800,10.9,10.51,10.9,10.51,210430,ok
668,1277251200,10.9,10.82,10.9,10.75,105830,ok
669,1277337600,10.75,10.82,10.98,10.75,147460,ok
670,1277424000,10.51,10.67,10.82,10.51,229300,ok
671,1277683200,10.75,10.51,10.82,10.51,119190,ok
672,1277769600,10.98,10.82,10.98,10.75,137180,ok
673,1277856000,11.06,10.75,11.06,10.67,187370,ok
674,1277942400,10.9,11.06,11.06,10.82,186030,ok
675,1278028800,10.9,10.9,10.9,10.82,139070,ok
676,1278288000,11.22,10.9,11.22,10.9,184310,ok
677,1278374400,11.22,11.22,11.22,11.06,152510,ok
678,1278460800,11.06,11.22,11.38,11.06,101480,ok
679,1278547200,11.06,11.06,11.22,11.06,126410,ok
680,1278633600,11.06,11.06,11.22,11.06,23090,ok
681,1278892800,10.9,11.14,11.14,10.75,133160,ok
682,1278979200,11.06,10.9,11.06,10.82,136290,ok
683,1279065600,10.9,10.9,11.3,10.9,141580,ok
684,1279152000,10.75,10.9,11.14,10.75,132090,ok
685,1279238400,10.75,10.75,11.06,10.67,103720,ok
686,1279497600,10.98,10.67,10.98,10.67,116870,ok
687,1279584000,10.75,10.82,10.98,10.75,98090,ok
688,1279670400,10.98,10.98,10.98,10.82,29610,ok
689,1279756800,10.9,10.75,10.9,10.75,75160,ok
690,1279843200,10.98,10.9,11.06,10.9,79570,ok
691,1280102400,10.82,10.82,11.06,10.82,90350,ok
692,1280188800,10.98,10.82,10.98,10.82,105180,ok
693,1280275200,10.82,10.98,10.98,10.75,116950,ok
694,1280361600,10.75,10.82,10.82,10.75,92660,ok
695,1280448000,10.82,10.82,10.9,10.67,83390,ok
696,1280707200,10.9,10.98,10.98,10.67,69950,ok
697,1280793600,10.82,10.82,11.06,10.82,127240,ok
698,1280880000,10.82,10.9,10.9,10.75,65650,ok
699,1280966400,10.82,10.9,10.9,10.75,109720,ok
700,1281052800,10.82,10.9,10.9,10.67,70650,ok
701,1281312000,10.82,10.9,10.9,10.67,71090,ok
702,1281398400,10.67,10.75,10.75,10.59,129620,ok
703,1281484800,10.82,10.67,10.82,10.51,98620,ok
704,1281571200,10.59,10.82,10.82,10.51,123390,ok
705,1281657600,10.67,10.59,10.67,10.51,141490,ok
706,1281916800,10.67,10.67,10.67,10.67,80080,ok
707,1282003200,10.67,10.67,10.67,10.59,84010,ok
708,1282089600,10.43,10.67,10.67,10.27,99710,ok
709,1282176000,10.35,10.35,10.59,10.27,83370,ok
710,1282262400,10.43,10.51,10.59,9.95,47520,ok
711,1282521600,10.43,10.43,10.51,10.35,55680,ok
712,1282608000,9.95,10.51,10.51,9.95,79650,ok
713,1282694400,9.55,9.55,10.19,9.47,77450,ok
714,1282780800,9.71,9.31,9.87,9.31,98860,ok
715,1282867200,9.71,9.71,9.79,9.55,83900,ok
716,1283126400,9.87,9.79,9.87,9.79,131600,ok
717,1283212800,10.03,10.03,10.11,9.95,383410,ok
718,1283299200,10.03,10.03,10.03,9.87,70650,ok
719,1283731200,10.03,10.03,10.27,9.95,146690,ok
720,1283817600,9.79,10.03,10.11,9.79,168790,ok
721,1283904000,9.47,9.87,9.87,9.47,128020,ok
722,1283990400,9.87,9.55,9.87,9.55,105610,ok
723,1284076800,9.63,10.19,10.19,9.63,83060,ok
724,1284336000,9.63,9.79,9.79,9.39,48530,ok
725,1284422400,9.23,9.47,9.63,9.15,341010,ok
726,1284508800,8.91,9.23,9.23,8.84,252500,ok
727,1284595200,8.99,8.6,9.07,8.52,485630,ok
728,1284681600,9.07,8.68,9.15,8.68,266140,ok
729,1284940800,9.15,8.84,9.31,8.84,307750,ok
730,1285027200,8.76,9.23,9.23,8.76,623660,ok
731,1285113600,8.76,8.76,8.91,8.52,254520,ok
732,1285200000,8.84,8.6,8.84,8.6,169830,ok
733,1285286400,8.99,8.84,8.99,8.76,78260,ok
734,1285545600,9.15,8.99,9.15,8.91,129040,ok
735,1285632000,9.55,9.07,9.55,9.07,375150,ok
736,1285718400,9.79,9.87,10.03,9.79,553030,ok
737,1285804800,9.71,9.47,9.79,9.47,138730,ok
738,1285891200,9.39,9.79,9.79,9.31,92550,ok
739,1286150400,9.39,9.55,9.55,9.07,239990,ok
740,1286236800,9.71,9.39,9.71,9.23,279060,ok
741,1286323200,10.19,9.55,10.19,9.55,241960,ok
742,1286409600,10.35,10.03,10.67,10.03,397490,ok
743,1286496000,10.43,9.87,10.51,9.87,128750,ok
744,1286755200,10.43,10.43,10.43,10.03,92940,ok
745,1286841600,10.35,10.35,10.43,10.27,58240,ok
746,1286928000,10.35,10.03,10.35,10.03,138430,ok
747,1287014400,10.59,10.35,10.67,10.35,187470,ok
748,1287100800,10.27,10.35,10.67,10.11,80750,ok
749,1287360000,10.03,10.03,10.43,9.95,105250,ok
750,1287446400,10.35,10.35,10.43,10.03,125270,ok
751,1287532800,10.11,10.11,10.35,10.03,67330,ok
752,1287619200,10.35,10.11,10.35,10.11,84490,ok
753,1287705600,10.51,10.35,10.51,10.11,154290,ok
754,1287964800,10.98,10.51,10.98,10.51,171410,ok
755,1288051200,11.14,11.14,11.14,10.98,132570,ok
756,1288137600,10.82,10.82,11.14,10.67,79360,ok
757,1288224000,10.75,10.51,10.98,10.51,170510,ok
758,1288310400,10.75,10.82,10.82,10.67,86840,ok
759,1288569600,10.75,10.51,10.82,10.51,67060,ok
760,1288656000,10.75,10.43,10.75,10.43,99530,ok
761,1288742400,10.82,10.43,10.82,10.43,91240,ok
762,1288828800,11.06,10.67,11.06,10.67,238550,ok
763,1288915200,11.38,10.9,11.46,10.9,147440,ok
764,1289174400,11.94,11.46,11.94,11.46,254520,ok
765,1289260800,11.86,11.94,11.94,11.78,220010,ok
766,1289347200,11.78,11.62,11.94,11.62,292630,ok
767,1289433600,11.94,11.7,11.94,11.7,223760,ok
768,1289520000,11.62,11.7,11.94,11.38,157260,ok
769,1289779200,11.54,11.86,11.94,11.38,81540,ok
770,1289865600,11.46,11.54,11.78,11.3,194400,ok
771,1289952000,11.54,11.3,11.7,11.3,272530,ok
772,1290038400,11.54,11.54,11.7,11.3,236600,ok
773,1290124800,11.7,11.54,11.7,11.46,124280,ok
774,1290384000,11.7,11.7,11.7,11.54,156270,ok
775,1290470400,12.26,11.7,12.26,11.62,148130,ok
776,1290556800,12.5,12.26,12.74,12.1,94650,ok
777,1290643200,12.58,12.74,12.74,12.42,129800,ok
778,1290729600,12.58,12.74,12.74,12.34,101830,ok
779,1290988800,12.89,12.81,12.89,12.5,169970,ok
780,1291075200,12.89,12.74,12.97,12.74,106080,ok
781,1291161600,12.81,12.89,12.89,12.74,111500,ok
782,1291248000,12.81,12.58,12.89,12.58,166650,ok
783,1291334400,12.81,13.05,13.05,12.81,132790,ok
784,1291593600,13.05,12.58,13.05,12.58,259520,ok
785,1291680000,13.69,13.37,13.69,13.13,215150,ok
786,1291766400,14.17,14.01,14.33,13.05,255060,ok
787,1291852800,14.33,13.69,14.33,13.69,203300,ok
788,1291939200,15.04,14.41,15.04,13.85,292490,ok
789,1292198400,15.76,15.68,15.76,15.28,501360,ok
790,1292284800,16.4,16.24,16.4,15.92,397770,ok
791,1292371200,17.03,16.4,17.19,16.4,348760,ok
792,1292457600,16.24,17.03,17.03,16.24,201840,ok
793,1292544000,15.44,15.52,16.08,15.44,153530,ok
794,1292803200,14.73,15.2,15.44,14.73,174940,ok
795,1292889600,14.73,14.17,14.8,14.01,447630,ok
796,1292976000,14.8,15.12,15.12,14.09,103690,ok
797,1293062400,14.49,14.96,14.96,14.49,224110,ok
798,1293148800,14.33,14.01,14.65,14.01,188980,ok
799,1293408000,14.17,14.33,14.41,14.17,230850,ok
800,1293494400,14.49,13.93,14.49,13.93,92730,ok
801,1293580800,14.96,14.73,14.96,14.57,136580,ok
802,1293667200,15.28,14.96,15.68,14.96,103890,ok
803,1293753600,15.52,15.28,15.92,15.28,90740,ok
804,1294099200,15.36,15.28,15.6,15.2,224360,ok
805,1294185600,15.36,15.6,15.6,15.28,77770,ok
806,1294272000,15.28,14.96,15.44,14.96,136200,ok
807,1294358400,15.2,15.28,15.36,14.96,343910,ok
808,1294617600,15.36,15.44,15.44,15.12,188760,ok
809,1294704000,15.36,15.36,15.52,15.2,354510,ok
810,1294790400,15.28,15.36,15.44,15.2,327520,ok
811,1294876800,15.68,15.28,15.68,15.2,81190,ok
812,1294963200,15.28,15.76,15.76,15.28,269460,ok
813,1295222400,15.12,15.36,15.36,14.8,146170,ok
814,1295308800,14.49,15.2,15.2,14.49,209380,ok
815,1295395200,14.41,14.8,14.88,14.17,215470,ok
816,1295481600,14.41,14.65,14.65,14.33,63700,ok
817,1295568000,14.33,14.25,14.65,14.25,110780,ok
818,1295827200,14.01,14.65,14.65,14.01,45150,ok
819,1295913600,14.49,14.41,14.57,14.17,46270,ok
820,1296000000,14.33,14.65,14.65,14.33,15700,ok
821,1296086400,14.33,14.57,14.57,14.25,9470,ok
822,1296172800,15.04,14.33,15.04,14.33,67030,ok
823,1297123200,15.44,15.12,15.44,15.04,167690,ok
824,1297209600,15.76,15.44,15.92,15.44,183610,ok
825,1297296000,15.76,15.6,15.92,15.44,178010,ok
826,1297382400,16.08,15.76,16.24,15.6,218050,ok
827,1297641600,16.88,16.4,16.88,16.4,284840,ok
828,1297728000,17.35,16.88,17.67,16.88,255250,ok
829,1297814400,17.35,17.51,17.51,17.19,256390,ok
830,1297900800,16.56,16.88,17.03,16.56,270500,ok
831,1297987200,16.72,16.56,16.72,16.24,292640,ok
832,1298246400,16.08,16.72,16.72,15.92,284540,ok
833,1298332800,15.76,15.44,16.56,15.36,180730,ok
834,1298419200,16.4,15.92,16.4,15.76,579360,ok
835,1298505600,16.72,16.4,16.88,16.4,376880,ok
836,1298851200,17.03,17.19,17.83,17.03,335190,ok
837,1298937600,17.67,17.03,17.83,17.03,589450,ok
838,1299024000,18.47,17.83,18.47,17.51,555610,ok
839,1299196800,19.74,19.1,19.9,18.79,375430,ok
840,1299456000,20.38,20.38,20.38,19.58,370820,ok
841,1299542400,20.54,19.9,20.7,19.9,401950,ok
842,1299628800,20.06,20.54,20.54,20.06,759970,ok
843,1299715200,19.74,19.58,20.38,19.58,110130,ok
844,1299801600,20.7,19.58,20.7,19.58,212320,ok
845,1300060800,19.9,19.74,21.17,19.74,77200,ok
846,1300147200,18.95,19.9,19.9,18.95,96350,ok
847,1300233600,18.47,18.95,18.95,18.15,264380,ok
848,1300320000,18.79,18.47,19.1,18.15,34310,ok
849,1300406400,18.63,18.79,19.26,18.47,116970,ok
850,1300665600,19.26,18.63,19.42,18.63,79710,ok
851,1300752000,18.47,19.42,19.74,18.47,62910,ok
852,1300838400,19.1,18.95,19.1,18.63,36020,ok
853,1300924800,19.58,18.95,19.58,18.95,39510,ok
854,1301011200,19.1,19.74,19.9,19.1,34560,ok
855,1301270400,19.42,19.1,19.58,18.15,64480,ok
856,1301356800,19.9,19.74,19.9,19.58,50120,ok
857,1301443200,20.86,20.22,20.86,20.06,104320,ok
858,1301529600,20.86,21.49,21.65,20.7,77700,ok
859,1301616000,20.86,21.17,21.49,20.7,57830,ok
860,1301875200,20.7,21.01,21.01,20.54,23700,ok
861,1301961600,20.86,21.01,21.01,20.54,35360,ok
862,1302048000,20.86,21.01,21.01,20.7,58560,ok
863,1302134400,21.17,20.86,21.17,20.86,61320,ok
864,1302220800,21.33,21.49,21.49,21.17,84740,ok
865,1302652800,21.49,21.33,21.65,21.33,65640,ok
866,1302739200,21.49,21.33,21.49,21.17,71840,ok
867,1302825600,21.33,21.17,21.49,21.17,133350,ok
868,1303171200,21.33,21.17,21.49,21.17,108050,ok
869,1303257600,21.49,21.33,21.49,21.17,153070,ok
870,1303344000,21.65,21.49,21.97,21.49,201490,ok
871,1303430400,21.33,21.49,21.81,21.33,127730,ok
872,1303689600,21.01,20.7,21.33,20.7,101520,ok
873,1303776000,20.38,20.22,20.7,20.22,139450,ok
874,1303862400,21.33,20.38,21.33,20.38,130270,ok
875,1303948800,21.17,21.17,21.33,21.01,107270,ok
876,1304035200,21.33,21.33,21.33,21.01,29220,ok
877,1304467200,21.33,21.33,21.33,21.17,127280,ok
878,1304553600,21.33,21.33,21.33,21.01,48900,ok
879,1304640000,21.01,21.01,21.17,20.38,159790,ok
880,1304899200,20.86,20.7,21.01,20.7,105270,ok
881,1304985600,21.01,20.86,21.33,20.86,87300,ok
882,1305072000,21.01,21.01,21.17,20.86,129230,ok
883,1305158400,21.01,21.17,21.17,20.86,119730,ok
884,1305244800,20.7,21.01,21.01,20.38,159110,ok
885,1305504000,19.74,20.86,21.01,19.74,46450,ok
886,1305590400,18.79,20.22,20.38,18.79,207090,ok
887,1305676800,17.99,17.99,17.99,17.99,45690,ok
888,1305763200,17.19,17.19,17.19,17.19,47200,ok
889,1305849600,17.35,16.4,17.35,16.4,489150,ok
890,1306195200,16.24,16.56,16.88,16.24,336060,ok
891,1306281600,15.44,15.44,16.24,15.44,840600,ok
892,1306368000,15.44,14.73,15.44,14.73,977830,ok
893,1306454400,16.08,15.92,16.08,15.76,131580,ok
894,1306713600,16.88,16.72,16.88,16.4,88400,ok
895,1306800000,17.67,17.03,17.67,17.03,54240,ok
896,1306886400,18.47,18.31,18.47,18.31,64200,ok
897,1306972800,19.26,19.26,19.26,19.26,18280,ok
898,1307059200,19.26,20.22,20.22,18.31,244790,ok
899,1307318400,18.31,18.95,19.26,18.31,53700,ok
900,1307404800,17.51,18.63,18.95,17.51,180380,ok
901,1307491200,17.51,17.99,17.99,16.72,106270,ok
902,1307577600,17.99,17.83,17.99,17.19,24500,ok
903,1307664000,17.99,17.99,18.47,17.83,72400,ok
904,1307923200,18.79,18.79,18.79,18.79,81300,ok
905,1308009600,19.58,19.58,19.58,19.26,274280,ok
906,1308096000,20.54,20.54,20.54,20.54,105290,ok
907,1308182400,21.52,21.52,21.52,21.35,289380,ok
908,1308268800,22.52,22.35,22.52,21.68,394170,ok
909,1308528000,21.52,21.52,22.18,21.52,274980,ok
910,1308614400,22.02,20.85,22.02,20.85,220520,ok
911,1308700800,21.02,21.68,21.85,21.02,239540,ok
912,1308787200,21.68,21.02,21.85,21.02,43270,ok
913,1308873600,21.68,21.68,21.85,21.68,46150,ok
914,1309132800,22.35,21.35,22.35,21.35,67400,ok
915,1309219200,22.35,22.52,22.52,22.18,33010,ok
916,1309305600,22.35,22.35,22.35,22.18,84900,ok
917,1309392000,22.85,22.35,22.85,22.35,141850,ok
918,1309478400,22.18,22.18,22.35,22.02,115910,ok
919,1309737600,22.18,22.18,22.35,22.18,88360,ok
920,1309824000,22.18,22.18,22.35,22.18,6430,ok
921,1309910400,22.35,22.35,22.35,22.35,9500,ok
922,1309996800,22.68,22.52,22.85,22.35,64730,ok
923,1310083200,22.35,22.35,22.35,22.18,25080,ok
924,1310342400,22.18,22.18,22.18,22.18,56550,ok
925,1310428800,21.68,21.68,21.85,21.35,99110,ok
926,1310515200,21.02,21.68,21.68,21.02,197300,ok
927,1310601600,20.18,21.02,21.02,20.18,277980,ok
928,1310688000,19.85,20.52,20.52,19.68,87390,ok
929,1310947200,20.68,19.52,20.68,19.52,222350,ok
930,1311033600,20.35,20.68,20.68,19.85,6990,ok
931,1311120000,20.35,20.68,20.68,20.18,73770,ok
932,1311206400,20.18,20.35,20.35,19.85,81920,ok
933,1311292800,19.35,19.85,19.85,19.35,58460,ok
934,1311552000,19.52,19.35,19.52,19.18,19830,ok
935,1311638400,20.18,19.52,20.18,19.52,76600,ok
936,1311724800,20.35,20.35,20.52,20.35,110090,ok
937,1311811200,20.02,20.02,20.02,19.85,12620,ok
938,1311897600,19.18,19.68,20.02,19.02,136390,ok
939,1312156800,18.85,19.18,19.18,18.52,101150,ok
940,1312243200,18.02,18.35,18.52,18.02,25560,ok
941,1312329600,17.51,17.18,17.51,17.18,150050,ok
942,1312416000,16.68,17.51,17.51,16.68,153630,ok
943,1312502400,17.35,16.68,17.51,16.68,142460,ok
944,1312761600,17.35,17.18,17.35,16.68,250580,ok
945,1312848000,17.68,16.85,17.68,16.85,71650,ok
946,1312934400,16.85,17.68,17.85,16.85,228810,ok
947,1313020800,16.85,16.35,17.18,16.35,232520,ok
948,1313107200,16.85,16.85,17.35,16.85,110650,ok
949,1313366400,17.18,16.85,17.35,16.85,73160,ok
950,1313452800,17.18,17.01,17.35,17.01,134090,ok
951,1313539200,17.18,17.35,17.35,17.01,162430,ok
952,1313625600,18.02,17.68,18.02,17.18,118100,ok
953,1313712000,17.68,18.18,18.18,17.51,127400,ok
954,1313971200,18.02,17.51,18.02,17.51,45930,ok
955,1314057600,17.68,18.02,18.02,17.68,52450,ok
956,1314144000,16.85,17.51,18.02,16.85,200620,ok
957,1314230400,17.51,17.18,17.68,17.18,82350,ok
958,1314316800,17.85,17.68,17.85,17.51,38140,ok
959,1314576000,18.02,17.51,18.02,17.35,107950,ok
960,1314662400,18.85,18.35,18.85,18.35,30130,ok
961,1314748800,19.68,19.35,19.68,18.85,55990,ok
962,1314835200,20.52,20.18,20.52,20.02,76680,ok
963,1315180800,19.85,20.52,20.52,19.52,75340,ok
964,1315267200,19.35,19.52,19.68,19.35,86280,ok
965,1315353600,19.35,19.35,19.52,19.18,98070,ok
966,1315440000,19.68,20.02,20.02,19.68,71330,ok
967,1315526400,20.35,19.68,20.35,19.68,54440,ok
968,1315785600,19.35,20.35,20.35,19.35,145020,ok
969,1315872000,18.52,19.18,19.35,18.52,426930,ok
970,1315958400,17.85,18.52,18.52,17.68,563570,ok
971,1316044800,17.85,18.35,18.52,17.01,422260,ok
972,1316131200,17.01,18.02,18.02,17.01,556050,ok
973,1316390400,17.18,16.68,17.35,16.51,280520,ok
974,1316476800,17.85,17.18,18.02,16.85,308800,ok
975,1316563200,17.51,17.85,17.85,17.35,146760,ok
976,1316649600,17.35,17.35,17.51,17.01,223130,ok
977,1316736000,16.85,17.01,17.18,16.51,452650,ok
978,1316995200,16.85,16.68,17.01,16.51,173060,ok
979,1317081600,16.68,16.68,17.01,16.51,150920,ok
980,1317168000,16.51,16.85,16.85,16.51,167040,ok
981,1317254400,16.68,16.51,17.18,16.1,317200,ok
982,1317340800,16.68,16.51,17.01,16.51,175980,ok
983,1317600000,16.26,16.68,16.68,16.26,104470,ok
984,1317686400,15.76,16.1,16.26,15.68,141870,ok
985,1317772800,15.43,15.76,16.01,15.01,576500,ok
986,1317859200,15.68,15.43,15.68,15.18,261240,ok
987,1317945600,15.43,15.68,15.68,15.43,81960,ok
988,1318204800,15.93,15.35,16.01,15.35,103850,ok
989,1318291200,15.68,15.93,16.01,15.6,63040,ok
990,1318377600,15.43,15.43,15.6,15.18,90340,ok
991,1318464000,15.51,15.43,15.68,15.35,108290,ok
992,1318550400,15.6,15.51,15.68,15.51,68540,ok
993,1318809600,15.6,15.6,15.6,15.43,48520,ok
994,1318896000,15.26,15.51,15.51,15.26,57200,ok
995,1318982400,14.68,15.26,15.35,14.6,243400,ok
996,1319068800,14.6,14.51,14.68,14.1,232250,ok
997,1319155200,15.01,14.43,15.1,14.43,148520,ok
998,1319414400,15.18,15.26,15.43,15.18,62290,ok
999,1319500800,15.1,15.18,15.18,14.93,83940,ok
1000,1319587200,15.35,15.01,15.35,14.93,77290,ok
1001,1319673600,15.35,15.35,15.35,15.18,37240,ok
1002,1319760000,15.6,15.43,15.85,15.26,95910,ok
1003,1320019200,15.6,15.85,16.01,15.6,64510,ok
1004,1320105600,15.18,15.35,15.35,14.93,64370,ok
1005,1320192000,14.76,15.01,15.01,14.43,110370,ok
1006,1320278400,14.93,14.85,14.93,14.51,70800,ok
1007,1320364800,14.93,14.93,15.18,14.93,73000,ok
1008,1320624000,15.01,14.85,15.01,14.68,80540,ok
1009,1320710400,15.01,14.85,15.1,14.85,58800,ok
1010,1320796800,14.93,15.1,15.18,14.93,75680,ok
1011,1320883200,14.93,14.93,15.01,14.85,62180,ok
1012,1320969600,14.93,14.93,15.01,14.76,88850,ok
1013,1321228800,14.26,14.93,15.01,14.26,174230,ok
1014,1321315200,13.6,13.6,14.51,13.6,333190,ok
1015,1321401600,13.76,13.6,14.1,13.51,618200,ok
1016,1321488000,13.93,13.85,14.01,13.76,209550,ok
1017,1321574400,13.68,14.01,14.01,13.51,119300,ok
1018,1321833600,13.51,13.68,13.76,13.43,138470,ok
1019,1321920000,13.68,13.51,13.76,13.26,87040,ok
1020,1322006400,14.01,13.76,14.01,13.76,118520,ok
1021,1322092800,13.34,14.01,14.18,13.34,170460,ok
1022,1322438400,13.76,13.85,14.01,13.34,109020,ok
1023,1322524800,13.93,13.76,13.93,13.76,50720,ok
1024,1322611200,13.93,13.93,13.93,13.85,81690,ok
1025,1322697600,14.1,13.93,14.1,13.85,39080,ok
1026,1322784000,14.6,14.18,14.6,14.18,49820,ok
1027,1323043200,15.26,15.01,15.26,15.01,65910,ok
